Run, SubRun, Event
26.3442 , 5.46806 , 45.7284

Run, SubRun, Event
6261 , 97 , 4406

15.2094 , 0.259739 , 1.16576
15.1511 , 0.247339 , 1.63741
15.0936 , 0.235117 , 2.1023
15.0368 , 0.223041 , 2.56159
14.9782 , 0.210592 , 3.03511
14.9212 , 0.198466 , 3.49634
14.8646 , 0.184184 , 3.97917
14.8137 , 0.167929 , 4.452
14.7635 , 0.151881 , 4.91882
14.7135 , 0.135928 , 5.38289
14.6627 , 0.11968 , 5.85553
14.6118 , 0.103449 , 6.32769
14.5601 , 0.0869378 , 6.80799
14.5092 , 0.070652 , 7.28173
14.459 , 0.0546157 , 7.74821
14.4109 , 0.0397354 , 8.21614
14.3644 , 0.0256125 , 8.68249
14.3172 , 0.0113014 , 9.15506
14.2695 , -0.00319208 , 9.63364
14.2228 , -0.017365 , 10.1016
14.177 , -0.031263 , 10.5606
14.1297 , -0.0456036 , 11.0341
14.083 , -0.059788 , 11.5025
14.0354 , -0.074237 , 11.9796
13.9867 , -0.0834843 , 12.4474
13.937 , -0.0888312 , 12.9095
13.8874 , -0.0941654 , 13.3705
13.8373 , -0.0995536 , 13.8361
13.7874 , -0.104916 , 14.2995
13.7364 , -0.110403 , 14.7736
13.6862 , -0.115797 , 15.2398
13.6373 , -0.12106 , 15.6945
13.5872 , -0.126449 , 16.1603
13.537 , -0.131852 , 16.6272
13.4905 , -0.115798 , 17.0802
13.4445 , -0.0976596 , 17.5309
13.3976 , -0.0791932 , 17.9898
13.352 , -0.0611897 , 18.4372
13.3063 , -0.0431873 , 18.8846
13.2599 , -0.0248985 , 19.3391
13.2143 , -0.00690965 , 19.7861
13.1676 , 0.0114796 , 20.2431
13.1213 , 0.0297212 , 20.6964
13.0751 , 0.0479579 , 21.1496
13.0314 , 0.0973065 , 21.5773
12.9876 , 0.156166 , 22.007
12.944 , 0.214717 , 22.4344
12.9005 , 0.273203 , 22.8613
12.8559 , 0.333129 , 23.2987
12.8123 , 0.391616 , 23.7256
12.7693 , 0.449374 , 24.1472
12.7267 , 0.506644 , 24.5653
12.6811 , 0.567929 , 25.0126
12.6376 , 0.626305 , 25.4387
12.5936 , 0.685485 , 25.8707
12.5335 , 0.804755 , 26.2807
12.4768 , 0.922771 , 26.6427
12.4152 , 1.05091 , 27.0356
12.3548 , 1.17659 , 27.4211
12.2942 , 1.30283 , 27.8082
12.2322 , 1.43178 , 28.2037
12.1721 , 1.55702 , 28.5878
12.1127 , 1.68052 , 28.9666


Run, SubRun, Event
6261 , 97 , 4409

26.9355 , -5.79567 , 0.964136
26.9113 , -5.86758 , 1.47121
26.8872 , -5.93894 , 1.97433
26.8636 , -6.00894 , 2.46793
26.8393 , -6.08104 , 2.97633
26.8151 , -6.15269 , 3.48158
26.7911 , -6.22413 , 3.98532
26.7671 , -6.29507 , 4.4855
26.7433 , -6.36589 , 4.98486
26.72 , -6.41962 , 5.47813
26.6968 , -6.47252 , 5.97045
26.6733 , -6.52621 , 6.47016
26.6504 , -6.57841 , 6.95608
26.6272 , -6.63129 , 7.44831
26.6039 , -6.68432 , 7.94186
26.5807 , -6.73718 , 8.43389
26.5573 , -6.79044 , 8.92964
26.534 , -6.84355 , 9.42392
26.5111 , -6.89586 , 9.91082
26.4986 , -6.9197 , 10.3857
26.4872 , -6.94084 , 10.8613
26.4757 , -6.96205 , 11.3385
26.4643 , -6.98304 , 11.8109
26.4529 , -7.00404 , 12.2834
26.4415 , -7.0251 , 12.7573
26.43 , -7.04621 , 13.2324
26.4185 , -7.06736 , 13.7081
26.4072 , -7.0883 , 14.1794
26.3958 , -7.10936 , 14.6533
26.384 , -7.09513 , 15.1064
26.372 , -7.06279 , 15.5514
26.3601 , -7.03055 , 15.9949
26.3482 , -6.99839 , 16.4374
26.3363 , -6.96624 , 16.8798
26.3244 , -6.93404 , 17.3228
26.3125 , -6.90176 , 17.7669
26.3005 , -6.86944 , 18.2115
26.2886 , -6.83721 , 18.6549
26.2767 , -6.80512 , 19.0964
26.265 , -6.77355 , 19.5308
26.3997 , -6.63955 , 19.9007
26.5417 , -6.49816 , 20.2909
26.6842 , -6.35636 , 20.6823
26.8336 , -6.20764 , 21.0927
27.0643 , -5.96226 , 21.4145
27.2901 , -5.72181 , 21.7226
27.5116 , -5.48599 , 22.0248
27.7347 , -5.24841 , 22.3292
27.9664 , -5.00175 , 22.6453
28.2116 , -4.7406 , 22.9799
28.4494 , -4.48745 , 23.3043
28.6784 , -4.24356 , 23.6168
28.9063 , -4.00067 , 23.9313
29.1375 , -3.75311 , 24.2644
29.3692 , -3.50511 , 24.5981
29.5949 , -3.2634 , 24.9233
29.821 , -3.02144 , 25.2489
30.032 , -2.79547 , 25.5529
30.2584 , -2.55312 , 25.879
30.4843 , -2.31136 , 26.2042
30.694 , -2.08682 , 26.5064


Run, SubRun, Event
6261 , 97 , 4413

30.4959 , 5.70281 , 0.329689
30.5182 , 5.75162 , 0.75898
30.541 , 5.8016 , 1.19856
30.5632 , 5.85029 , 1.62671
30.5858 , 5.89977 , 2.06188
30.6084 , 5.94922 , 2.49678
30.6308 , 5.99826 , 2.92813
30.6535 , 6.04803 , 3.36584
30.683 , 6.09779 , 3.79728
30.7217 , 6.14884 , 4.23241
30.7598 , 6.1991 , 4.66074
30.7981 , 6.24967 , 5.09174
30.8365 , 6.30031 , 5.52337
30.8747 , 6.35083 , 5.95397
31.0193 , 6.54772 , 7.69098
31.0527 , 6.59513 , 8.12848
31.0858 , 6.64224 , 8.56327
31.1189 , 6.68946 , 8.99898
31.152 , 6.73655 , 9.43353
31.185 , 6.7834 , 9.86592
31.2185 , 6.8309 , 10.3008
31.2556 , 6.88101 , 10.731
31.2931 , 6.93179 , 11.167
31.3302 , 6.98206 , 11.5986
31.3676 , 7.03263 , 12.0327
31.4047 , 7.08289 , 12.4642
31.442 , 7.13329 , 12.897
31.4793 , 7.18382 , 13.3307
31.5138 , 7.23561 , 13.7609
31.5455 , 7.28985 , 14.1947
31.5769 , 7.34347 , 14.6236
31.6085 , 7.39745 , 15.0553
31.6402 , 7.45149 , 15.4874
31.6715 , 7.50499 , 15.9153
31.703 , 7.55889 , 16.3463
31.7344 , 7.61247 , 16.7749
31.7691 , 7.6677 , 17.2055
31.806 , 7.72399 , 17.6378
31.8427 , 7.77987 , 18.067
31.8791 , 7.83555 , 18.4946
31.9164 , 7.89234 , 18.9307
31.9526 , 7.9477 , 19.3559
31.9892 , 8.00348 , 19.7843
32.026 , 8.05963 , 20.2155
32.0668 , 8.11559 , 20.6475
32.1088 , 8.17101 , 21.076
32.151 , 8.22664 , 21.5062
32.1928 , 8.28187 , 21.9332
32.2345 , 8.33681 , 22.3581
32.319 , 8.4483 , 23.2203
32.3612 , 8.50385 , 23.6498
32.4192 , 8.55058 , 24.081
32.4866 , 8.59397 , 24.5231
32.5536 , 8.63705 , 24.962
32.6202 , 8.67989 , 25.3986
32.6863 , 8.72244 , 25.8322
32.7523 , 8.76489 , 26.2648
32.8186 , 8.80756 , 26.6995
32.887 , 8.85151 , 27.1474

Run, SubRun, Event
6261 , 97 , 4415

27.1138 , -0.896471 , 2.28695
27.0781 , -0.862567 , 2.72882
27.0422 , -0.828579 , 3.17178
27.0061 , -0.794307 , 3.61844
26.9703 , -0.760357 , 4.06092
26.9366 , -0.725511 , 4.50315
26.9119 , -0.687062 , 4.94229
26.8873 , -0.648712 , 5.3803
26.8625 , -0.610167 , 5.82052
26.8377 , -0.571535 , 6.26176
26.813 , -0.533016 , 6.70169
26.7881 , -0.49429 , 7.144
26.7633 , -0.455735 , 7.58434
26.7388 , -0.417481 , 8.02125
26.7142 , -0.379176 , 8.45874
26.6894 , -0.340679 , 8.89843
26.6344 , -0.294755 , 9.32996
26.5699 , -0.246665 , 9.75673
26.5048 , -0.198196 , 10.1869
26.4385 , -0.148795 , 10.6253
26.372 , -0.0992601 , 11.0649
26.307 , -0.0508175 , 11.4948
26.2413 , -0.00179468 , 11.9298
26.1745 , 0.047918 , 12.371
26.109 , 0.0967484 , 12.8044
26.0327 , 0.15505 , 13.2523
25.9538 , 0.21673 , 13.6608
25.8726 , 0.280132 , 14.0808
25.7912 , 0.343806 , 14.5026
25.7105 , 0.406828 , 14.9201
25.6269 , 0.472154 , 15.3528
25.5459 , 0.535443 , 15.772
25.4644 , 0.5992 , 16.1943
25.3804 , 0.664831 , 16.6291
25.2781 , 0.744797 , 17.1588
25.227 , 0.801299 , 17.468
25.1629 , 0.883971 , 17.8882
25.0992 , 0.966118 , 18.3057
25.0367 , 1.04672 , 18.7154
24.9736 , 1.12801 , 19.1286
24.9103 , 1.20956 , 19.5431
24.8466 , 1.29166 , 19.9604
24.782 , 1.37497 , 20.3839
24.7192 , 1.45591 , 20.7953
24.656 , 1.53745 , 21.2097
24.5928 , 1.61884 , 21.6234
24.5249 , 1.70539 , 22.0324
24.4547 , 1.79438 , 22.442
24.3838 , 1.88425 , 22.8556
24.3141 , 1.97262 , 23.2623
24.2433 , 2.06241 , 23.6755
24.1733 , 2.1512 , 24.0841
24.1031 , 2.24018 , 24.4935
24.0322 , 2.33016 , 24.9076
23.9576 , 2.42471 , 25.3428
23.8867 , 2.51464 , 25.7566
23.8202 , 2.59893 , 26.1445
23.7548 , 2.68508 , 26.5488
23.6978 , 2.76887 , 26.9619
23.6402 , 2.8534 , 27.3787
23.5831 , 2.93733 , 27.7926
23.5264 , 3.02049 , 28.2026
23.4687 , 3.10524 , 28.6205
23.4116 , 3.18907 , 29.0339
23.354 , 3.27367 , 29.451
23.2974 , 3.35683 , 29.861
23.2393 , 3.44207 , 30.2814
23.182 , 3.52625 , 30.6964
23.1251 , 3.60982 , 31.1085
23.071 , 3.68646 , 31.5327
23.027 , 3.74146 , 31.9634
22.9834 , 3.7959 , 32.3898
22.9384 , 3.85205 , 32.8296
22.8957 , 3.9054 , 33.2474
22.8542 , 3.95719 , 33.6531
22.8095 , 4.01304 , 34.0905
22.7665 , 4.06674 , 34.511
22.7241 , 4.11972 , 34.926
22.6767 , 4.17889 , 35.3895
22.6315 , 4.23537 , 35.8318
22.5863 , 4.29181 , 36.2738

Run, SubRun, Event
6261 , 240 , 10953

25.98 , 0.147648 , 0.280464
25.9256 , 0.101478 , 0.793902
25.8742 , 0.05783 , 1.27928
25.8218 , 0.0133196 , 1.77425
25.7708 , -0.0299465 , 2.25539
25.7186 , -0.0742723 , 2.74831
25.6678 , -0.117428 , 3.22821
25.6189 , -0.16029 , 3.70943
25.5862 , -0.2005 , 4.19985
25.5535 , -0.240707 , 4.69024
25.5221 , -0.279344 , 5.16148
25.4891 , -0.320054 , 5.65801
25.4569 , -0.359583 , 6.14013
25.4247 , -0.399271 , 6.62419
25.3921 , -0.439335 , 7.11284
25.2314 , -0.58474 , 9.03592
25.187 , -0.620535 , 9.5264
25.143 , -0.655998 , 10.0123
25.0994 , -0.691087 , 10.4931
25.057 , -0.725231 , 10.9609
25.0125 , -0.761084 , 11.4522
24.9691 , -0.796108 , 11.9321
24.9215 , -0.834295 , 12.4192
24.8739 , -0.872407 , 12.9013
24.826 , -0.910818 , 13.3872
24.7793 , -0.948308 , 13.8614
24.7316 , -0.98656 , 14.3452
24.6834 , -1.02522 , 14.8342
24.6351 , -1.06388 , 15.3233
24.5885 , -1.10128 , 15.7963
24.5408 , -1.13948 , 16.2796
24.4932 , -1.17766 , 16.7626
24.4455 , -1.2227 , 17.2567
24.3977 , -1.26824 , 17.7535
24.3511 , -1.3125 , 18.2364
24.3039 , -1.35732 , 18.7256
24.2577 , -1.40132 , 19.2056
24.211 , -1.44572 , 19.6902
24.1627 , -1.49156 , 20.1904
24.1167 , -1.53535 , 20.6681
24.0698 , -1.57993 , 21.1546
24.0232 , -1.6242 , 21.6376
23.9752 , -1.66845 , 22.1286
23.9268 , -1.71276 , 22.6217
23.8783 , -1.75726 , 23.117
23.8318 , -1.79984 , 23.5909
23.7821 , -1.84533 , 24.0972
23.7365 , -1.88714 , 24.5625
23.6879 , -1.93163 , 25.0577
23.6413 , -1.97437 , 25.5334
23.5936 , -2.01807 , 26.0198
23.5455 , -2.06213 , 26.5102
23.4974 , -2.10617 , 27.0003
23.4506 , -2.1357 , 27.4901
23.4069 , -2.15653 , 27.9553
23.3619 , -2.17796 , 28.4338
23.3184 , -2.19865 , 28.8959
23.2708 , -2.22134 , 29.4026
23.1847 , -2.26233 , 30.3181
23.1397 , -2.28376 , 30.7967
23.0949 , -2.30505 , 31.2721
23.0515 , -2.32571 , 31.7337
23.0058 , -2.34747 , 32.2196
22.9612 , -2.36871 , 32.694
22.9174 , -2.38956 , 33.1595
22.9521 , -2.3514 , 33.6225
22.9883 , -2.31332 , 34.0396
23.0269 , -2.27267 , 34.4849
23.0641 , -2.2336 , 34.9129
23.1017 , -2.19403 , 35.3463
23.1391 , -2.15467 , 35.7775
23.1767 , -2.11503 , 36.2117
23.2157 , -2.07403 , 36.6608
23.2555 , -2.03218 , 37.1192
23.3465 , -1.97216 , 37.5549
23.4896 , -1.89345 , 37.9709
23.6375 , -1.81211 , 38.4007
23.7841 , -1.73146 , 38.8271
23.9256 , -1.65366 , 39.2382
24.0683 , -1.5752 , 39.6529
24.2029 , -1.50114 , 40.0443
24.356 , -1.41696 , 40.4892
24.4985 , -1.33857 , 40.9036
24.6467 , -1.25707 , 41.3343
24.7764 , -1.18576 , 41.7112
24.9262 , -1.10335 , 42.1468
25.076 , -1.02099 , 42.5821
25.2147 , -0.944729 , 42.9851
25.3549 , -0.86761 , 43.3927
25.5021 , -0.786661 , 43.8206
25.656 , -0.702003 , 44.268
25.7913 , -0.627635 , 44.6611
25.9373 , -0.547293 , 45.0857
26.0753 , -0.471443 , 45.4866
26.2155 , -0.394319 , 45.8942
26.4724 , -0.220032 , 46.3045
26.608 , -0.126297 , 46.5037
26.741 , -0.0343421 , 46.6992
27.1729 , 0.264165 , 47.3338
27.4447 , 0.451992 , 47.733


Run, SubRun, Event
6261 , 240 , 10955

11.5406 , -4.22949 , 39.7156
11.6316 , -4.04582 , 39.1339
11.7135 , -3.88061 , 38.6106
11.7989 , -3.70822 , 38.0646
11.8845 , -3.53545 , 37.5173
11.971 , -3.36087 , 36.9644
12.0531 , -3.19511 , 36.4394
12.1537 , -3.02011 , 35.3939
12.1866 , -2.97292 , 34.9089
12.2207 , -2.92396 , 34.4057
12.2525 , -2.87835 , 33.937
12.3524 , -2.73501 , 32.4638
12.3861 , -2.68661 , 31.9663
12.4197 , -2.63849 , 31.4718
12.4529 , -2.59084 , 30.982
12.4857 , -2.54371 , 30.4976
12.5198 , -2.51518 , 30.021
12.556 , -2.5181 , 29.5575
12.5923 , -2.52104 , 29.0917
12.6279 , -2.52392 , 28.6359
12.664 , -2.52684 , 28.173
12.6997 , -2.52973 , 27.7152
12.7355 , -2.53262 , 27.257
12.7714 , -2.53552 , 26.7973
12.8076 , -2.53845 , 26.3325
12.8436 , -2.54137 , 25.8709
12.8791 , -2.54424 , 25.4161
12.9151 , -2.54715 , 24.9547
12.9509 , -2.55004 , 24.4959
12.9869 , -2.56985 , 24.0453
13.0221 , -2.59425 , 23.6073
13.0587 , -2.61964 , 23.1513
13.095 , -2.64475 , 22.7003
13.1309 , -2.66968 , 22.2527
13.167 , -2.6947 , 21.8034
13.2025 , -2.71931 , 21.3616
13.2382 , -2.74402 , 20.9179
13.2745 , -2.76922 , 20.4654
13.3106 , -2.79422 , 20.0165
13.3465 , -2.81914 , 19.569
13.3843 , -2.84476 , 19.1202
13.4336 , -2.87451 , 18.6777
13.4823 , -2.90387 , 18.2409
13.5325 , -2.93421 , 17.7895
13.5818 , -2.96391 , 17.3477
13.6318 , -2.99412 , 16.8983
13.6813 , -3.02399 , 16.454
13.7314 , -3.0542 , 16.0045
13.7803 , -3.08373 , 15.5652
13.8302 , -3.11383 , 15.1174
13.879 , -3.14328 , 14.6792
13.9269 , -3.16929 , 14.2302
13.9741 , -3.19395 , 13.7822
14.0216 , -3.21879 , 13.331
14.0691 , -3.24363 , 12.8797
14.116 , -3.2682 , 12.4332
14.163 , -3.29277 , 11.9869
14.2099 , -3.31729 , 11.5414
14.2564 , -3.34162 , 11.0993
14.3036 , -3.36631 , 10.6509
14.3508 , -3.38313 , 10.1944
14.397 , -3.39526 , 9.74256
14.445 , -3.40785 , 9.27343
14.4902 , -3.41971 , 8.83137
14.5362 , -3.43177 , 8.38167
14.583 , -3.44405 , 7.92433
14.6291 , -3.45615 , 7.47334
14.6769 , -3.46867 , 7.00661
14.724 , -3.47726 , 6.55162
14.7735 , -3.47695 , 6.0872
14.8224 , -3.47664 , 5.62786
14.8711 , -3.47633 , 5.17161
14.9201 , -3.47601 , 4.71134
14.9701 , -3.47569 , 4.24269
15.0195 , -3.47538 , 3.77906
15.0693 , -3.47506 , 3.31166
15.1276 , -3.46871 , 2.84966
15.1868 , -3.46207 , 2.38382
15.2442 , -3.45563 , 1.93144
15.3031 , -3.44902 , 1.46684
15.3641 , -3.44218 , 0.9863
15.424 , -3.43546 , 0.514504



